id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
4892,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Levis Kids Girl's Diaz Green Polo Tshirt
11059,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,John Miller Men Green Check Shirt
5940,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,ADIDAS Women Derby White Shoe
11865,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,2012,Casual,Playboy Men Casual Grey Slippers
45389,Women,Footwear,Shoes,Flats,Grey,Winter,2012,Casual,Rocia Women Grey Flats
45973,Women,Apparel,Topwear,Tops,Turquoise Blue,Summer,2012,Casual,Tokyo Talkies Women Turquoise Blue Printed Top
53816,Women,Apparel,Topwear,Tunics,White,Fall,2012,Casual,Ayaany Women Printed Red Tunic
38527,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Casual,Puma Men Black Caliber Shoes
24178,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual,Converse Men Arrow  Black Flip Flops
4268,Men,Footwear,Shoes,Sports Shoes,Maroon,Summer,2011,Sports,Nike Men's Tiempo Natural Maroon Shoe
25896,Women,Apparel,Bottomwear,Leggings,Black,Summer,2012,Casual,Femella Women Black Skinny Leggings
47618,Women,Footwear,Shoes,Heels,Pink,Winter,2012,Casual,Portia Women Pink Flats
17168,Men,Apparel,Topwear,Shirts,Mustard,Fall,2011,Casual,U.S. Polo Assn. Men Checks Mustard Shirt
29667,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Indigo Nation Men Printed Black Shirt
3871,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011,Casual,Wrangler Men's Poster Print Slub Brown T-shirt
9577,Women,Accessories,Bags,Handbags,Charcoal,Fall,2011,Casual,Puma Women Charcoal Jamaica Lifestyle Handbag
49782,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2012,Casual,Little Miss Intimates Pink & Black Pyjama Set
31698,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Folklore Women Printed Pink Kurta
28587,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,Peter England Men Leather Brown Wallet
42964,Men,Accessories,Belts,Belts,Multi,Summer,2012,Casual,French Connection Men Multi Coloured Belt
16288,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Peter England Men Printed Grey TShirt
23953,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Provogue Men Striped Black Shirt
48462,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,French Connection Men Blue Denim Shorts
18312,Men,Apparel,Topwear,Sweaters,Grey,Summer,2011,Casual,Wills Sport Men Grey Striped Sweater
4866,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,ADIDAS Men Black Chelsea Away Jersey
25298,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Lino Perros Women Sporty Black Handbag
21638,Women,Apparel,Innerwear,Bra,Peach,Fall,2012,Casual,Enamor Women Smooth Peach Bra
11891,Men,Footwear,Shoes,Formal Shoes,Tan,Summer,2012,Formal,Franco Leone Men Formal Tan Formal Shoes
5188,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Linkin Park Men's Linking Black T-shirt
30920,Women,Apparel,Bottomwear,Trousers,Green,Summer,2012,Ethnic,Fabindia Women Green Harem Pants
9321,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Indian Terrain Men Worden Navy Blue Tshirts
18776,Men,Accessories,Ties,Ties,Purple,Fall,2011,Formal,Peter England Men Elite Purple Tie
38371,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Peter England Men Black Belt
14987,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,ADIDAS Men Solid Black Sweatshirts
15069,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Ganuchi Men Brown Sandal
40059,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,ADIDAS Men White T-shirt
37937,Women,Apparel,Dress,Dresses,Purple,Summer,2012,Casual,Mineral Women Purple Dress
32479,Men,Apparel,Bottomwear,Track Pants,Charcoal,Summer,2012,Casual,Proline Men Charcoal Grey Track Pants
56900,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,HM Women Brown Heels
59174,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012,Formal,Fortune Men Brown Formal Shoes
12842,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Ant Kids Warrior Kids Navy Blue Tshirts
3429,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Men's If You Don't Like Black T-shirt
6967,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,s.Oliver Men's Dont Stop Me Now Blue T-shirt
9113,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Women Exsis 2 Black Sports Shoes
41716,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual,Catwalk Women White Wedges
25253,Women,Accessories,Bags,Handbags,Orange,Summer,2012,Casual,Lino Perros Women Leatherette Orange Handbag
33336,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal,Homme Men Black Formal Shoes
4091,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White With Black Stripes T-shirt
5143,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Wrangler Women's Reverse Striper White T-shirt
10988,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Inkfruit Women Flying Advantures Pink Tshirts
37796,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,John Players Men Check Blue Elegant Collection Shirt
14514,Men,Apparel,Topwear,Shirts,Brown,Fall,2011,Formal,Mark Taylor Men Brown & White Striped Shirt
7614,Men,Accessories,Bags,Messenger Bag,Brown,Summer,2011,Casual,Wrangler Men Mustard Canvas Bag
51584,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Wrangler Women Blue Molly Jeans
22076,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Vishudh Women Green Kurta
13731,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal,Belmonte Men Solid Purple Shirts
31461,Men,Apparel,Bottomwear,Shorts,White,Summer,2012,Sports,Nike Men Tennis White Shorts
34321,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Myntra Men Blood Lust Red T-shirt
16071,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011,Casual,Highlander Men Solid Beige Trouser
22244,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011,Casual,ID Men Blue Casual Shoes
7426,Women,Apparel,Topwear,Tops,Purple,Summer,2011,Casual,W Women Mandarin Neck Sleeveless Purple Top
19805,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,U.S. Polo Assn. Men Solid Blue Tshirt
13503,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Chimp Men AAA-CHHE Green T-shirts
43273,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Murcia Women Black Handbag
30781,Men,Apparel,Topwear,Kurtas,Yellow,Summer,2012,Ethnic,Fabindia Men Yellow Mangalgiri Kurta
2154,Men,Apparel,Topwear,Tshirts,White,Spring,2011,Casual,Basics Men Red & Grey Polo T-shirt
31653,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Indigo Nation Men White Shirt
49749,Men,Accessories,Ties,Ties,Brown,Summer,2012,Casual,Park Avenue Men Brown Tie
11254,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Puma Men Edition Navy Blue T-shirt
52133,Women,Apparel,Bottomwear,Leggings,Navy Blue,Fall,2012,Casual,Femella Women Navy Blue Leggings
14726,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,Ed Hardy Men Skull Print Purple Tshirts
33938,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,ADIDAS Men Clima White T-shirt
5371,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Quechua Arpenaz 50 Jr Black Red
16415,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011,Casual,Levi's Men Stripes Maroon Tshirts
22620,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Sports,Nike Men Blue T-shirt
7042,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011,Casual,Numero Uno Men's Brown Shoe
12889,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Men Furure Cat White Sports Shoes
35697,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Nike Men Sweet Classic High White Shoes
46365,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual,Locomotive  Men Navy Blue Shirt
6190,Women,Apparel,Topwear,Tops,Grey,Summer,2011,Casual,UCB Women Placket Stripe Grey Top
34745,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Puma Men Match Classics Black Shoes
31237,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Puma Men Schon Black & Blue Polo T-shirt
26280,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Proline Men White Printed T-shirt
27352,Women,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Tantra Women Dj Black T-shirt
13167,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Skechers Men Prospeed Black Sports Shoes
58851,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012,Casual,Hakashi Men Steel Cufflinks
33560,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Wrangler Women Floral Stud Navy Blue T-shirt
40092,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Sports,ADIDAS Men Navy Blue T-shirt
25405,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Black T-shirt
11630,Women,Apparel,Topwear,Kurtas,Purple,Summer,2011,Ethnic,W Women Printed Purple Kurtas
41140,Women,Apparel,Dress,Dresses,White,Summer,2012,Casual,Allen Solly Woman White Dress
59983,Women,Apparel,Dress,Dresses,Cream,Fall,2012,Casual,Avirate Cream & Olive Green Printed Dress
14342,Men,Footwear,Shoes,Sports Shoes,Maroon,Fall,2011,Sports,Nike Men Feild Trainer textile Maroon Sports Shoes
20177,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Casual,Wrangler Men Tiny Maroon Shirt
57819,Women,Apparel,Dress,Dresses,Green,Fall,2012,Casual,United Colors of Benetton Women Green Dress
15290,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Fila Men Novarro White Sports Shoes
52557,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Pepe Jeans Women Blue Jeans
57217,Women,Apparel,Bottomwear,Capris,Blue,Fall,2012,Casual,Kraus Jeans Women Blue Capris
33752,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Vero Moda Women White & Pink Top
11402,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,United Colors of Benetton Men Winter Black Sweatshirts
5527,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Mr.Men Men's Mr.Funny Purple T-shirt
44600,Men,Accessories,Wallets,Wallets,Blue,Summer,2012,Casual,Van Heusen Men Blue Wallet
14170,Men,Accessories,Belts,Belts,Black,Fall,2011,Formal,Belmonte Men Rough Finish Black Belts
36220,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports,Nike Women Dual Fusion ST 2 Blue Sports Shoes
7270,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Batman Men's Applique Grey Heather T-shirt
49923,Women,Apparel,Saree,Sarees,Red,Fall,2012,Ethnic,Fabindia Red Tie & Dye Ghicha Striped Saree
34577,Women,Apparel,Topwear,Tops,Cream,Summer,2012,Casual,Tonga Women Cream-Coloured Top
12287,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Formal,Genesis Men Solid Black Trousers
8238,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011,Casual,Rockport Men's Casual Brown Shoe
13355,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Timberland Men Toddler Brown Casual Shoes
54492,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual,Lino Perros Women Blue Handbag
46391,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,ADIDAS Men Black Printed T-shirt
6164,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Lee Men's Stallion Red Jasper T-shirt
3416,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Myntra Mens Broken Guitar T-shirt
42731,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual,Rocia Women Black Sandals
12041,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Formal,Mark Taylor Men Pink Striped Shirt
6958,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,s.Oliver Men's North Western Edge White T-shirt
30311,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Myntra Men Freak Show Red T-shirt
40066,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,ADIDAS Men Black T-shirt
10716,Women,Apparel,Innerwear,Bra,White,Fall,2011,Sports,Nike Women Training Sports Bra
24523,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Mother Earth Women Blue Printed Kurta
59977,Women,Apparel,Dress,Dresses,Navy Blue,Fall,2012,Casual,Avirate Women Navy Blue Dress
32446,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012,Sports,ADIDAS Men Black 3/4 Length Pants
58099,Women,Accessories,Jewellery,Pendant,Blue,Fall,2012,Casual,Rreverie Women Blue Pendant
20183,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Casual,Wrangler Men Check Maroon Shirt
4633,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,ADIDAS Men's Adi Ultra Low Black White Shoe
15264,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,ADIDAS Originals Women Ulama Black Casual Shoes
39892,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,ADIDAS Men Brown Shoes
24711,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011,Casual,Puma Men Suede Archive Red Casual Shoes
40254,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,Scullers Men Green & Navy Blue Shirt
41386,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Wrangler Women Pink Donna Top
59379,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012,Ethnic,Vishudh Women Orange Printed  Kurta
52791,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,JAG Men Chocolate Brown Leather Wallet
17701,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2011,Casual,Vans Men Chauffeur Navy Blue Casual Shoes
34583,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Casual,Tonga Women Peach-Coloured Top
6356,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011,Casual,Numero Uno Men's Dark Blue Canvas Shoe
12273,Men,Apparel,Topwear,Shirts,Beige,Fall,2011,Formal,Genesis Men Striped Shirt
26046,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,John Miller Men Blue Shirt
3624,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,Puma Men Argon Black Red Sandal
18749,Women,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Arrow Woman Hallie Red Shirt
32210,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Women Black Kurta
11092,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Scullers Men Check Red Shirt
4859,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011,Sports,Nike Men Barcelona Maroon Blue Jersey
24375,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Folklore Women Blue  Kurta
40630,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012,Ethnic,Span Women Orange Kurta
4065,Men,Footwear,Sandal,Sandals,Brown,Summer,2011,Casual,Crocs Men Yukon Chocolate Sandal
44290,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012,Formal,Indian Terrain Men Navy Blue Trousers
23150,Women,Apparel,Topwear,Jackets,Purple,Fall,2011,Casual,Quechua Women  Fleece Purple Jacket
17365,Men,Accessories,Accessories,Accessory Gift Set,Blue,Fall,2011,Formal,Arrow Men Formal Blue Tie+Cufflink+Pocket square - Combo Pack
47415,Women,Accessories,Wallets,Wallets,Bronze,Summer,2012,Casual,Baggit Women Bronze Rapchik Chino Wallet
6732,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Locomotive Men's MidLand White T-shirt
35035,Women,Apparel,Bottomwear,Churidar,Red,Summer,2012,Ethnic,Fabindia Women Red Churidar
22082,Women,Apparel,Topwear,Kurtas,Grey,Fall,2011,Ethnic,Vishudh Women Printed Dark Grey Kurta
30547,Men,Accessories,Socks,Socks,Black,Summer,2012,Sports,Nike Men Pack of 3 Socks
54002,Women,Accessories,Bags,Handbags,Grey,Summer,2012,Casual,Kiara Women Grey Handbag
35809,Women,Footwear,Shoes,Heels,Red,Summer,2012,Casual,Enroute Women Red Flats
47627,Women,Footwear,Shoes,Heels,Pink,Winter,2012,Casual,Portia Women Pink Wedges
18923,Women,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Levis Women Work Western Red Shirt
6500,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual,ADIDAS Men Orange T-shirt
17157,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Casual,U.S. Polo Assn. Men Checks Maroon Shirt
30775,Men,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Men White Chikankari Kurta
3072,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Tantra Women's Cut Crap Purple T-shirt
12425,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Timberland Men Casual Brown Casual Shoes
26610,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Puma Men Osuran White Sports Shoes
53829,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2012,Ethnic,Folklore Women Maroon Kurta
40402,Women,Apparel,Dress,Dresses,Grey,Summer,2012,Casual,Tonga Women Grey & Red Dress
10372,Men,Apparel,Topwear,Tshirts,Beige,Fall,2011,Casual,United Colors of Benetton Men Printed Beige Tshirts
36482,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,Spinn Men Elevate Brown Shoes
4257,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Men's Rock & Roll Blue T-shirt
21435,Women,Accessories,Bags,Backpacks,Purple,Winter,2012,Casual,Roxy Women Purple Backpack
15600,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,Nike Men Casual Grey Sweatshirts
53015,Women,Apparel,Saree,Sarees,Maroon,Fall,2012,Ethnic,FNF Maroon Sari
34328,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Myntra Men Master Of Ceremonise Red T-shirt
28777,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012,Ethnic,Aurelia Women Printed Blue Kurti
49740,Men,Accessories,Ties,Ties,Grey,Summer,2012,Formal,Park Avenue Men Grey Tie
8467,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers For Her Women Scarf Shirt Blue Tops
30788,Men,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Men Black Kurta
48692,Women,Accessories,Jewellery,Earrings,Silver,Summer,2012,Casual,Lucera Women Silver Earrings
44863,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Puma Men Blue & White Polo T-shirt
52906,Women,Apparel,Saree,Sarees,Green,Summer,2012,Ethnic,FNF Printed Green Sari
5378,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2011,Sports,Quechua Arpenaz 50 Lady 10 Light
25854,Women,Apparel,Topwear,Kurtis,Orange,Summer,2012,Ethnic,Diva Women Printed Orange Kurti
24388,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011,Ethnic,Folklore Women Orange Printed Kurta
5976,Men,Apparel,Topwear,Shirts,Red,Summer,2011,Casual,Highlander Men White Red Checked Shirt
11853,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Playboy Men Black Flip Flops
28545,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Nike Men Basic Grey T-shirt
19202,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,United Colors of Benetton Men Striped White Shirt
49572,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Reid & Taylor Men Brown Belt
31468,Men,Apparel,Bottomwear,Track Pants,Off White,Summer,2012,Sports,Nike Men Cricket Off White Track Pants
23991,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Peter England Men White Check Shirt
13738,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Belmonte Men Check Green Shirts
34926,Women,Apparel,Topwear,Dupatta,Maroon,Summer,2012,Ethnic,Fabindia Maroon Dupatta
14945,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Status Quo Men Stripes Navy Blue Tshirts
36229,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports,Nike Men Air Max Courtballistec Blue & White Sports Shoes
58256,Women,Accessories,Bags,Clutches,Purple,Fall,2012,Casual,Baggit Women Purple Purse
26887,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Jealous 21 Women Printed Mauve T-shirt
27169,Men,Apparel,Topwear,Shirts,White,Summer,2012,Formal,Mark Taylor Men Striped White Shirt
19666,Women,Apparel,Topwear,Tops,Grey,Summer,2011,Casual,United Colors of Benetton Women Solid Grey Top
6199,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,UCB Women's Basic Spaghetti White Top
13952,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,United Colors of Benetton Women Stripes White Tops
22629,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011,Sports,Nike Men Orange T-shirt
12880,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2012,Casual,Provogue Men Casual Black Shoes
18586,Men,Accessories,Socks,Socks,Olive,Summer,2011,Casual,Puma Men Fundamental Sneakers Olive Socks
8003,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Sports,Fila Men's Round Neck Cobalt Blue T-shirt
7877,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011,Formal,Provogue Men's Formal Black Shoe
36827,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Vishudh Women Green Kurta
21890,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,BIBA Women Printed Pink Kurta
20942,Men,Footwear,Flip Flops,Flip Flops,Green,Fall,2011,Casual,ADIDAS Men Adi Neo Tread Green Flip Flops
15299,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Fall,2011,Sports,ADIDAS Men Ranger Navy Blue Sports Shoes
57810,Women,Apparel,Topwear,Tops,Multi,Summer,2012,Casual,United Colors of Benetton Women Multicoloured Printed Tube Top
52798,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,JAG Men Black Leather Wallet
59370,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Vishudh Women Blue Printed Kurta
4408,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,DC Comics Men's Batman Logo Royal Blue T-shirt
30916,Women,Apparel,Topwear,Kurtis,Red,Summer,2012,Ethnic,Fabindia Women Red Kurti
47078,Women,Apparel,Bottomwear,Patiala,Multi,Fall,2012,Ethnic,Shree Women Multi Colored Patiala
26873,Women,Apparel,Topwear,Tops,Lavender,Summer,2012,Casual,Jealous 21 Women Printed Lavender Top
29007,Men,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,Cabarelli Men Black Backpack
18740,Women,Apparel,Topwear,Tops,Olive,Fall,2011,Casual,Arrow Woman Tigi Olive Top
46996,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Shree Women Beige & Red Kurta
19692,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,United Colors of Benetton Men Solid Black Shirt
9919,Women,Accessories,Bags,Handbags,Black,Fall,2011,Casual,Puma Women Ferrari LS Black Handbags
29235,Women,Footwear,Shoes,Flats,Black,Summer,2012,Casual,Puma Women Black Crazy Slide Flats
46398,Men,Apparel,Topwear,Tshirts,Red,Winter,2012,Casual,ADIDAS Men Red Printed T-shirt
12874,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Provogue Men Casual Black Casual Shoes
18572,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011,Casual,Puma Men Solid Blue Sweater
6951,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,s.Oliver Men's Qsm Blue T-shirt
9125,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Men Cell Pavo White Casual Shoes
30318,Men,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Myntra Men Hawai Pink T-shirt
42738,Women,Footwear,Shoes,Flats,Gold,Winter,2012,Casual,Rocia Women Gold Toned Wedges
7883,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011,Sports,Proline Men Grey Sports Shorts
56936,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,HM Women Golden Flats
59142,Women,Footwear,Shoes,Heels,Brown,Fall,2012,Casual,Tiptopp Women Brown Sandals
3847,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Wrangler Men's True Wanderer White T-shirt
28783,Women,Apparel,Innerwear,Briefs,Black,Summer,2012,Casual,Enamor Women Pack of 2 Briefs
8493,Women,Apparel,Bottomwear,Skirts,Black,Fall,2011,Casual,Forever New Women Black Skirts
26619,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Puma Men Grey Sports Shoes
9541,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,Nike Men Manu Auth Graphic Black T-Shirts
17962,Men,Footwear,Sandal,Sandals,Black,Fall,2011,Casual,Puma Men Tango Black Slipper
53820,Women,Apparel,Topwear,Kurtis,Turquoise Blue,Fall,2012,Ethnic,Ayaany Women Turquoise Blue Kurti
44897,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Puma Men Grey T-shirt
24972,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,United Colors of Benetton Women Pink T-shirt
15609,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012,Sports,Nike Men Trainng Grey Shorts
32817,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,2012,Casual,iPanema Women Temas Black Flip Flops
10149,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011,Formal,Rockport Men Ed Plaintoe Brown Formal Shoes
5982,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,Locomotive Men Blue Checked Shirt
40639,Women,Apparel,Topwear,Kurtas,Rust,Summer,2012,Ethnic,Span Women Rust Kurta
32219,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Women Printed White Kurta
4850,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011,Sports,ADIDAS Men's Edge  Brown Polo T-shirt
59714,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Summer,2012,Casual,Avirate Blue Babydoll Nightdress
42952,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,French Connection Men Brown Leather Belt
23159,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011,Casual,Mark Taylor Men Charcoal Printed T-shirt
